Nom,Age,Position_Encoded,Valeur_Marchande_Clean,Matchs_22_23,Buts_22_23,Minutes_22_23,Duree_Contrat,Prix,Ligue_Autre,Ligue_Bundesliga,Ligue_LaLiga,Ligue_Ligue 1,Ligue_Premier League,Ligue_Serie A
Murillo,23,2,3500000.0,31,0,2710,6.0,12000000.0,False,False,False,False,True,False
Anastasios Douvikas,26,4,9000000.0,38,22,2730,6.0,12000000.0,False,False,False,False,False,True
Wilson Odobert,21,4,6000000.0,32,4,1765,6.0,12000000.0,False,False,False,False,True,False
Keito Nakamura,25,4,8000000.0,36,17,2910,5.0,12000000.0,True,False,False,False,False,False
Mohamed Daramy,24,4,6000000.0,41,9,3063,5.0,12000000.0,True,False,False,False,False,False
Dodi Lukébakio,28,4,12000000.0,33,12,2522,7.0,10000000.0,True,False,False,False,False,False
Alexander Sørloth,30,4,12000000.0,47,16,3156,5.0,10000000.0,False,False,True,False,False,False
Wilfried Singo,25,2,12000000.0,35,2,2383,7.0,9100000.0,True,False,False,False,False,False
Conor Coady,32,2,12000000.0,25,2,2186,3.0,8700000.0,True,False,False,False,False,False
Borna Sosa,28,2,12000000.0,30,2,2360,5.0,8000000.0,False,False,False,False,True,False
Luka Ivanušec,27,3,12000000.0,48,13,3808,3.0,7800000.0,True,False,False,False,False,False
Dominik Livakovic,31,1,12000000.0,50,0,4552,3.0,6650000.0,True,False,False,False,False,False
Leandro Paredes,31,3,12000000.0,39,1,1608,5.0,5650000.0,True,False,False,False,False,False
Javi Galán,31,2,12000000.0,40,1,3372,3.0,5000000.0,False,False,True,False,False,False
Amine Harit,28,4,12000000.0,16,1,901,3.0,5000000.0,True,False,False,False,False,False
Fran García,26,2,12000000.0,40,2,3484,4.0,5000000.0,False,False,True,False,False,False
Sheraldo Becker,30,4,12000000.0,48,12,3749,3.0,3000000.0,False,True,False,False,False,False
José Cifuentes,26,3,12000000.0,26,2,1821,3.0,1400000.0,True,False,False,False,False,False
Sardar Azmoun,31,4,,33,4,1240,4.0,12000000.0,True,False,False,False,False,False
Josip Stanisic,25,2,,23,0,1009,6.0,12000000.0,False,True,False,False,False,False
Naby Keïta,30,3,,13,0,488,1.0,12000000.0,True,False,False,False,False,False
Daniel Amartey,31,2,,24,0,1970,1.0,12000000.0,True,False,False,False,False,False
Luke Thomas,24,2,,24,0,1526,6.0,12000000.0,True,False,False,False,False,False
James McAtee,23,3,,43,9,2372,7.0,12000000.0,False,False,False,False,True,False
Hannibal,23,3,,41,1,2133,5.0,12000000.0,False,False,False,False,True,False
Romain Perraud,28,2,,36,4,2350,5.0,12000000.0,False,False,False,True,False,False
Branco van den Boomen,30,3,,40,6,3209,3.0,12000000.0,False,False,False,True,False,False
Gonzalo Montiel,29,2,,43,1,2368,5.0,12000000.0,True,False,False,False,False,False
Cesare Casadei,23,3,,28,6,2258,6.0,12000000.0,False,False,False,False,False,True
Charlie Patiño,22,3,,37,3,2646,5.0,12000000.0,True,False,False,False,False,False
Moussa Dembélé,29,4,,28,3,1074,4.0,12000000.0,True,False,False,False,False,False
Faisal Al-Ghamdi,24,3,300000.0,24,0,1203,5.0,11720000.0,True,False,False,False,False,False
Harry Winks,30,3,10000000.0,20,0,1719,3.0,11600000.0,True,False,False,False,False,False
Hassan Tambakti,26,2,2000000.0,28,0,2434,4.0,11500000.0,True,False,False,False,False,False
Jens Cajuste,26,3,6000000.0,33,4,1687,3.0,11500000.0,True,False,False,False,False,False
Kevin Castaño,25,3,4000000.0,20,2,1666,5.0,11300000.0,True,False,False,False,False,False
Rodrigo Villagra,24,3,7000000.0,44,0,3793,3.0,11000000.0,True,False,False,False,False,False
Alidu Seidu,25,2,7000000.0,29,0,2489,6.0,11000000.0,False,False,False,True,False,False
Ricardo Pepi,23,4,9000000.0,36,13,2746,7.0,11000000.0,True,False,False,False,False,False
Hugo Cuypers,29,4,11000000.0,56,34,4554,3.0,11000000.0,True,False,False,False,False,False
Boubacar Traoré,24,3,5000000.0,15,1,740,3.0,11000000.0,False,False,False,True,False,False
Joseph Paintsil,28,4,11000000.0,39,18,3185,4.0,8500000.0,True,False,False,False,False,False
Musa Barrow,27,4,11000000.0,35,3,2123,3.0,6000000.0,True,False,False,False,False,False
Nino,28,2,11000000.0,55,5,4747,5.0,5000000.0,True,False,False,False,False,False
Altay Bayındır,27,1,11000000.0,40,0,3630,4.0,5000000.0,False,False,False,False,True,False
Sasa Kalajdzic,28,4,,4,0,281,3.0,11000000.0,False,True,False,False,False,False
Sam Beukema,27,2,4500000.0,44,3,3763,7.0,10880000.0,False,False,False,False,False,True
Tomas Cvancara,25,4,4000000.0,30,15,1796,3.0,10500000.0,True,False,False,False,False,False
Kevin Álvarez,27,2,7000000.0,44,5,3872,4.0,10250000.0,True,False,False,False,False,False
Nico González,24,3,10000000.0,26,1,1409,6.0,21200000.0,False,False,False,False,True,False
Igor Julio,28,2,10000000.0,42,0,3153,4.0,16500000.0,False,False,False,False,True,False
Farès Chaïbi,23,3,10000000.0,41,8,2685,5.0,10000000.0,False,True,False,False,False,False
Ernest Muci,24,3,8000000.0,37,6,2304,3.0,10000000.0,True,False,False,False,False,False
Bitello,26,3,7000000.0,42,8,3462,8.0,10000000.0,True,False,False,False,False,False
Esequiel Barco,26,3,9000000.0,53,10,3717,4.0,10000000.0,True,False,False,False,False,False
Quentin Merlin,23,3,10000000.0,31,1,2292,6.0,10000000.0,False,False,False,True,False,False
Brenner,26,4,8000000.0,8,1,537,6.0,10000000.0,True,False,False,False,False,False
Mohamed-Ali Cho,22,4,8000000.0,24,2,770,5.0,10000000.0,False,False,False,True,False,False
Fabiano Parisi,25,2,10000000.0,34,2,2954,6.0,10000000.0,False,False,False,False,False,True
Dilane Bakwa,23,4,4000000.0,39,5,2750,7.0,10000000.0,False,False,False,False,True,False
Junior Mwanga,22,3,4000000.0,35,0,2456,4.0,10000000.0,False,False,False,True,False,False
Iván Jaime,25,3,5000000.0,33,11,2630,3.0,10000000.0,True,False,False,False,False,False
Gabriel Pereira,24,4,5000000.0,23,6,1572,5.0,10000000.0,True,False,False,False,False,False
Andrea Petagna,30,4,10000000.0,32,5,1689,4.0,9700000.0,True,False,False,False,False,False
Róger Guedes,29,4,10000000.0,41,21,3633,4.0,9100000.0,True,False,False,False,False,False
Gianluca Prestianni,20,4,10000000.0,33,3,1660,6.0,9000000.0,True,False,False,False,False,False
Giovani,22,4,10000000.0,15,1,384,5.0,9000000.0,True,False,False,False,False,False
Lucas Boyé,29,4,10000000.0,37,7,2580,6.0,8740000.0,False,False,True,False,False,False
Rodrigo Becão,30,2,10000000.0,28,2,2487,3.0,8310000.000000001,True,False,False,False,False,False
Franck Honorat,29,4,10000000.0,35,6,2638,6.0,8000000.0,False,True,False,False,False,False
Daniel Muñoz,29,2,10000000.0,39,8,3410,5.0,8000000.0,False,False,False,False,True,False
Julian Weigl,30,3,10000000.0,27,1,2063,4.0,7180000.0,True,False,False,False,False,False
Junior Dina Ebimbe,25,3,10000000.0,29,3,1466,3.0,6500000.0,False,False,False,True,False,False
Calvin Stengs,27,3,10000000.0,37,3,2814,3.0,6000000.0,False,False,False,False,False,True
Auston Trusty,27,2,10000000.0,48,4,4320,6.0,5800000.0,True,False,False,False,False,False
Juan Brunetta,28,3,10000000.0,39,11,3124,4.0,5400000.0,True,False,False,False,False,False
Sergio Camello,24,4,10000000.0,41,7,2608,4.0,5000000.0,False,False,True,False,False,False
Davy Klaassen,32,3,,46,10,2762,4.0,10000000.0,True,False,False,False,False,False
Anthony Rouault,24,2,,40,2,3442,6.0,10000000.0,False,False,False,True,False,False
David Datro Fofana,23,4,,16,5,979,3.0,10000000.0,False,False,False,True,False,False
Iñigo Martínez,34,2,,18,1,1639,3.0,10000000.0,True,False,False,False,False,False
Marc Roca,29,3,,36,1,2612,6.0,10000000.0,False,False,True,False,False,False
Scott McKenna,29,2,,24,0,1872,6.0,10000000.0,True,False,False,False,False,False
Juan Bernat,32,2,,36,2,2090,1.0,10000000.0,True,False,False,False,False,False
Sergiño Dest,25,2,,14,0,635,5.0,10000000.0,True,False,False,False,False,False
Yerry Mina,31,2,,8,2,686,5.0,10000000.0,False,False,False,False,False,True
Máximo Perrone,23,3,,2,0,20,6.0,10000000.0,False,False,False,False,False,True
Hamari Traoré,34,2,,36,1,2974,4.0,10000000.0,False,False,False,True,False,False
Gustavo Scarpa,32,3,,10,0,487,4.0,10000000.0,True,False,False,False,False,False
Daler Kuzyaev,33,3,,35,5,2541,3.0,10000000.0,True,False,False,False,False,False
Lewis Hall,21,2,,38,5,2972,1.0,10000000.0,False,False,False,False,True,False
Adama Traoré,30,4,,40,3,1878,3.0,10000000.0,False,False,False,False,True,False
Manu Sánchez,25,2,,36,0,2470,3.0,10000000.0,False,False,True,False,False,False
Sergio Reguilón,29,2,,12,0,317,4.0,10000000.0,True,False,False,False,False,False
Callum Doyle,22,2,,46,0,3819,6.0,10000000.0,True,False,False,False,False,False
Bertrand Traoré,30,4,,26,5,1214,3.0,10000000.0,False,False,False,False,True,False
Lorenz Assignon,25,2,,20,2,710,6.0,10000000.0,False,True,False,False,False,False
Nathan Redmond,31,4,,29,6,1838,1.0,10000000.0,True,False,False,False,False,False
Neal Maupay,29,4,,29,1,1279,3.0,10000000.0,False,False,True,False,False,False
Eric García,25,2,,32,1,1828,8.0,10000000.0,False,False,True,False,False,False
Facundo Pellistri,24,4,,11,0,280,5.0,10000000.0,True,False,False,False,False,False
Philippe Coutinho,33,3,,22,1,918,3.0,10000000.0,True,False,False,False,False,False
Hassan Kadesh,33,2,200000.0,30,5,2730,5.0,9880000.0,True,False,False,False,False,False
Firas Al-Buraikan,25,4,3000000.0,32,18,2500,5.0,9830000.0,True,False,False,False,False,False
Aurèle Amenda,22,2,5000000.0,33,2,2473,6.0,9500000.0,False,True,False,False,False,False
Natan,25,2,5500000.0,26,0,2215,7.0,9500000.0,False,False,True,False,False,False
Diego Rossi,27,3,9500000.0,67,9,3991,3.0,6000000.0,True,False,False,False,False,False
Morgan Rogers,23,3,2800000.0,22,1,1278,8.0,9400000.0,False,False,False,False,True,False
Ross Stewart,29,4,2800000.0,15,11,1092,3.0,9300000.0,True,False,False,False,False,False
Gabriel Pec,24,4,6000000.0,50,14,3657,5.0,9300000.0,True,False,False,False,False,False
Julián Quiñones,28,4,9000000.0,42,23,3724,5.0,9170000.0,True,False,False,False,False,False
Hugo Larsson,21,3,9000000.0,29,2,1987,6.0,9000000.0,False,True,False,False,False,False
Luiz Araújo,29,4,6000000.0,43,6,2195,4.0,9000000.0,True,False,False,False,False,False
Pedro,20,4,7000000.0,23,3,945,7.0,9000000.0,True,False,False,False,False,False
Haji Wright,27,4,6000000.0,29,16,2465,4.0,9000000.0,True,False,False,False,False,False
Julian Draxler,32,4,6000000.0,18,2,762,5.0,9000000.0,True,False,False,False,False,False
Isak Hien,27,2,9000000.0,39,1,3237,5.0,8860000.0,False,False,False,False,False,True
Mitchel Bakker,25,3,9000000.0,40,4,2602,4.0,8800000.0,False,False,False,False,False,True
Ethan Ampadu,25,3,9000000.0,35,1,2947,4.0,8100000.0,False,False,False,False,True,False
Alan Varela,24,3,9000000.0,34,1,2554,7.0,8000000.0,True,False,False,False,False,False
Strahinja Erakovic,25,2,9000000.0,47,0,3959,3.0,8000000.0,True,False,False,False,False,False
Federico Redondo,23,3,9000000.0,45,2,3169,7.0,7450000.0,False,False,True,False,False,False
Angelo Fulgini,29,3,9000000.0,37,2,1599,3.0,7200000.0,True,False,False,False,False,False
Ryan Giles,26,2,9000000.0,48,0,4101,4.0,5850000.0,True,False,False,False,False,False
Edgar González,28,2,9000000.0,31,1,2340,3.0,4500000.0,True,False,False,False,False,False
Lucas Tousart,28,3,9000000.0,34,6,3005,4.0,2800000.0,False,False,False,True,False,False
Andoni Gorosabel,29,2,9000000.0,35,0,2186,5.0,1500000.0,False,False,True,False,False,False
Anastasios Bakasetas,32,3,9000000.0,41,13,3106,4.0,1000000.0,True,False,False,False,False,False
Sergi Canós,29,4,9000000.0,14,4,531,3.0,250000.0,True,False,False,False,False,False
Ryan Kent,29,4,,44,3,3671,1.0,9000000.0,True,False,False,False,False,False
Rafael Borré,30,4,,47,3,1714,5.0,9000000.0,True,False,False,False,False,False
David Brooks,28,4,,6,0,172,6.0,9000000.0,False,False,False,False,True,False
Flynn Downes,27,3,,35,0,1512,5.0,9000000.0,True,False,False,False,False,False
Mason Holgate,29,2,,9,0,560,3.0,9000000.0,True,False,False,False,False,False
Mohamed Elyounoussi,31,4,,38,1,2502,6.0,9000000.0,True,False,False,False,False,False
Tom Davies,27,3,,20,0,617,3.0,9000000.0,True,False,False,False,False,False
Jaidon Anthony,26,4,,34,4,1594,6.0,9000000.0,False,False,False,False,True,False
Brandon Soppy,23,3,,18,0,843,5.0,9000000.0,True,False,False,False,False,False
Gabriel Slonina,21,1,,8,0,720,5.0,9000000.0,False,False,False,False,True,False
Unai Vencedor,25,3,,11,0,203,3.0,9000000.0,False,False,True,False,False,False
Anass Zaroury,25,4,,44,12,2898,3.0,9000000.0,True,False,False,False,False,False
Gabriel Fernández,31,4,2800000.0,35,10,2697,3.0,8900000.0,True,False,False,False,False,False
Tom Cannon,23,4,5000000.0,40,20,3210,6.0,8800000.0,True,False,False,False,False,False
Brandon Vazquez,27,4,8500000.0,40,17,3291,5.0,7810000.0,True,False,False,False,False,False
Milot Rashica,29,4,8500000.0,35,6,2267,4.0,5250000.0,True,False,False,False,False,False
Allan,28,3,7000000.0,22,0,1199,4.0,8199999.999999999,True,False,False,False,False,False
Matt Turner,31,1,8000000.0,7,0,630,3.0,8150000.0,True,False,False,False,False,False
Nikola Krstović,25,4,2200000.0,35,26,2665,7.0,8150000.0,False,False,False,False,False,True
Matías Viña,28,2,8000000.0,19,2,753,3.0,8100000.0,True,False,False,False,False,False
Malick Fofana,20,4,8000000.0,46,5,2366,5.0,19500000.0,False,False,False,True,False,False
M'Bala Nzola,29,4,8000000.0,34,15,2910,3.0,12600000.0,False,False,False,False,False,True
Petar Musa,27,4,8000000.0,41,11,1116,4.0,9000000.0,True,False,False,False,False,False
Jean-Mattéo Bahoya,20,4,2500000.0,23,5,969,6.0,8000000.0,False,True,False,False,False,False
Moritz Jenz,26,2,7500000.0,30,2,2511,4.0,8000000.0,False,True,False,False,False,False
Vaclav Cerny,28,4,8000000.0,41,15,2972,5.0,8000000.0,True,False,False,False,False,False
Philipp Köhn,27,1,4500000.0,42,0,3777,5.0,8000000.0,False,False,False,True,False,False
Ayase Ueda,27,4,6000000.0,42,23,3343,5.0,8000000.0,True,False,False,False,False,False
Faris Moumbagna,25,4,7000000.0,36,18,2839,3.0,8000000.0,False,False,False,False,False,True
Jorge de Frutos,28,4,8000000.0,46,5,3504,5.0,8000000.0,False,False,True,False,False,False
Yankuba Minteh,21,4,2000000.0,21,6,1512,6.0,8000000.0,False,False,False,False,True,False
Isaak Touré,22,2,6000000.0,25,1,1720,5.0,8000000.0,False,False,False,True,False,False
Gianluca Caprari,32,4,8000000.0,38,6,2536,3.0,8000000.0,True,False,False,False,False,False
Luis Suárez,28,4,8000000.0,32,7,1883,7.0,8000000.0,True,False,False,False,False,False
Georginio Wijnaldum,35,3,8000000.0,23,2,1099,3.0,8000000.0,True,False,False,False,False,False
Lucas Veríssimo,30,2,7000000.0,26,1,1813,3.0,8000000.0,True,False,False,False,False,False
Ibrahima Bamba,23,2,7000000.0,35,0,2908,3.0,8000000.0,True,False,False,False,False,False
Jovan Mijatovic,20,4,3000000.0,31,10,1481,3.0,8000000.0,True,False,False,False,False,False
Liel Abada,24,4,7000000.0,47,13,2082,3.0,8000000.0,True,False,False,False,False,False
Cyle Larin,30,4,8000000.0,32,9,1833,3.0,7500000.0,True,False,False,False,False,False
Tajon Buchanan,27,4,8000000.0,32,1,2465,7.0,7300000.0,False,False,True,False,False,False
Arkadiusz Milik,31,4,8000000.0,41,9,2255,4.0,7300000.0,False,False,False,False,False,True
Ramiz Zerrouki,27,3,8000000.0,41,2,3591,3.0,7200000.0,True,False,False,False,False,False
Luis Chávez,30,3,8000000.0,42,3,3603,4.0,6500000.0,True,False,False,False,False,False
Lucas Perri,28,1,8000000.0,63,0,5625,6.0,6500000.0,False,False,False,False,True,False
Aaron Boupendza,26,4,8000000.0,36,17,2444,1.0,6500000.0,True,False,False,False,False,False
Junior Adamu,24,4,8000000.0,40,14,1750,3.0,6000000.0,True,False,False,False,False,False
Sergio Akieme,28,2,8000000.0,29,1,2298,5.0,6000000.0,True,False,False,False,False,False
Ansgar Knauff,24,4,8000000.0,33,1,1742,5.0,5000000.0,False,True,False,False,False,False
Lorenzo Pirola,23,2,8000000.0,27,2,2026,5.0,5000000.0,True,False,False,False,False,False
Kevin Volland,33,3,8000000.0,24,6,996,4.0,4000000.0,True,False,False,False,False,False
Santiago Hezze,24,3,8000000.0,37,5,3103,5.0,4000000.0,True,False,False,False,False,False
Adryelson,27,2,8000000.0,58,4,4900,1.0,3580000.0,True,False,False,False,False,False
Jesús Corona,33,4,8000000.0,4,1,109,1.0,3500000.0,True,False,False,False,False,False
Moussa Djenepo,27,4,8000000.0,24,1,1066,4.0,3500000.0,True,False,False,False,False,False
Abdülkadir Ömür,26,3,8000000.0,41,3,2499,3.0,2500000.0,True,False,False,False,False,False
Jáminton Campaz,25,4,8000000.0,44,10,3581,3.0,1840000.0,True,False,False,False,False,False
Karl Toko Ekambi,33,4,8000000.0,38,9,2506,1.0,1500000.0,True,False,False,False,False,False
Rob Holding,30,2,8000000.0,24,2,1400,3.0,1200000.0,True,False,False,False,False,False
Ethan Laird,24,2,8000000.0,33,1,2545,5.0,875000.0,True,False,False,False,False,False
Luka Jović,28,4,8000000.0,50,13,2399,4.0,500000.0,True,False,False,False,False,False
Angeliño,29,2,,35,1,2801,5.0,8000000.0,False,False,False,False,False,True
Alexander Djiku,31,2,,31,1,2681,4.0,8000000.0,True,False,False,False,False,False
Héctor Bellerín,30,2,,20,1,1028,5.0,8000000.0,False,False,True,False,False,False
Djed Spence,25,2,,16,0,827,6.0,8000000.0,False,False,False,False,True,False
Ángel Di María,37,4,,40,8,2248,3.0,8000000.0,True,False,False,False,False,False
Alejandro Catena,31,2,,37,1,3316,5.0,8000000.0,False,False,True,False,False,False
Duván Zapata,34,4,,27,2,1510,4.0,8000000.0,False,False,False,False,False,True
Simone Pafundi,19,3,,18,3,894,3.0,8000000.0,True,False,False,False,False,False
Gabriel Veron,23,4,,27,1,694,3.0,8000000.0,True,False,False,False,False,False
Lewis O'Brien,27,3,,36,2,2337,5.0,8000000.0,True,False,False,False,False,False
Francisco Conceição,23,4,,35,6,1265,7.0,8000000.0,False,False,False,False,False,True
Sead Kolasinac,32,2,,41,4,2668,3.0,8000000.0,False,False,False,False,False,True
Remo Freuler,33,3,,33,0,2582,3.0,8000000.0,False,False,False,False,False,True
Agustín Álvarez,24,4,,23,1,395,3.0,8000000.0,True,False,False,False,False,False
Ainsley Maitland-Niles,28,2,,27,0,1774,4.0,8000000.0,False,False,False,True,False,False
Gabriel Strefezza,28,4,,36,9,2582,3.0,8000000.0,False,False,False,False,False,True
Jonny Otto,31,2,,23,1,1603,4.0,8000000.0,False,False,True,False,False,False
Owen Wijndal,26,2,,28,0,1766,4.0,8000000.0,True,False,False,False,False,False
Juanmi,32,4,,27,4,1210,4.0,8000000.0,False,False,True,False,False,False
Óscar Rodríguez,27,3,,36,3,1995,1.0,8000000.0,True,False,False,False,False,False
Emmanuel Dennis,28,4,,27,2,1200,5.0,8000000.0,True,False,False,False,False,False
Ghislain Konan,30,2,,31,0,2718,3.0,8000000.0,True,False,False,False,False,False
Diego Valoyes,29,4,5500000.0,24,4,1697,3.0,7850000.0,True,False,False,False,False,False
Dara O'Shea,26,2,5000000.0,41,2,3634,7.0,7800000.0,True,False,False,False,False,False
Hugo Vetlesen,25,3,7000000.0,29,6,2404,4.0,7750000.0,True,False,False,False,False,False
Marc Pubill,22,2,1000000.0,31,2,2141,7.0,7750000.0,False,False,True,False,False,False
Kosta Nedeljkovic,20,2,2500000.0,32,1,2601,3.0,7600000.0,False,True,False,False,False,False
Niels Nkounkou,25,2,5000000.0,38,6,2908,3.0,7500000.0,False,False,False,False,False,True
Théo Bongonda,30,4,4000000.0,32,4,2012,3.0,7500000.0,True,False,False,False,False,False
Benjamin Tahirović,22,3,1500000.0,23,0,1137,5.0,7500000.0,True,False,False,False,False,False
Stephy Mavididi,27,4,6000000.0,27,4,1318,5.0,7500000.0,True,False,False,False,False,False
Formose Mendy,25,2,3000000.0,32,1,2680,3.0,7500000.0,True,False,False,False,False,False
Ibrahima Koné,26,4,4000000.0,40,9,1741,5.0,7500000.0,True,False,False,False,False,False
Cristian Volpato,22,3,3000000.0,14,2,618,5.0,7500000.0,False,False,False,False,False,True
Nedim Bajrami,26,3,7500000.0,38,2,1831,5.0,6000000.0,True,False,False,False,False,False
Alex Telles,33,2,7500000.0,38,0,2142,3.0,4600000.0,True,False,False,False,False,False
Walid Cheddira,28,4,7500000.0,38,22,3076,3.0,3000000.0,False,False,False,False,False,True
Paulinho,25,4,,68,32,4934,6.0,7500000.0,True,False,False,False,False,False
Santi Comesaña,29,3,,38,3,2604,5.0,7500000.0,False,False,True,False,False,False
Marash Kumbulla,26,2,,12,1,462,3.0,7500000.0,False,False,True,False,False,False
Paco Alcácer,32,4,,35,9,2517,1.0,7500000.0,True,False,False,False,False,False
Momodou Sonko,21,4,4000000.0,29,10,1561,5.0,7250000.0,True,False,False,False,False,False
Yann Bisseck,25,2,5000000.0,35,5,3082,6.0,7200000.0,False,False,False,False,False,True
Andy Diouf,22,3,7000000.0,57,3,4115,7.0,14000000.0,False,False,False,False,False,True
Santiago Castro,21,4,7000000.0,35,7,1596,5.0,13200000.0,False,False,False,False,False,True
Tiago Tomás,23,4,7000000.0,33,4,1592,6.0,8800000.0,False,True,False,False,False,False
Arthur,22,2,5000000.0,11,0,836,5.0,7000000.0,False,True,False,False,False,False
Raúl García,25,4,4000000.0,39,19,3222,5.0,7000000.0,False,False,True,False,False,False
Raoul Bellanova,25,3,5000000.0,22,0,660,6.0,7000000.0,False,False,False,False,False,True
Léo Ortiz,30,2,7000000.0,22,3,1784,5.0,7000000.0,True,False,False,False,False,False
Ellis Simms,25,4,4000000.0,28,8,1353,4.0,7000000.0,True,False,False,False,False,False
Ozziel Herrera,24,4,3500000.0,39,7,2756,4.0,7000000.0,True,False,False,False,False,False
Agustín Ojeda,21,4,3000000.0,24,3,1233,5.0,7000000.0,True,False,False,False,False,False
Matz Sels,33,1,7000000.0,39,0,3540,4.0,6500000.0,False,False,False,False,True,False
Josh Doig,23,2,7000000.0,22,2,1354,5.0,6500000.0,False,False,False,False,False,True
Aníbal Moreno,26,3,7000000.0,36,3,3102,1.0,6450000.0,True,False,False,False,False,False
Jesús Medina,28,4,7000000.0,33,11,2523,1.0,6000000.0,True,False,False,False,False,False
Tom Krauß,24,3,7000000.0,33,2,2618,3.0,5000000.0,False,True,False,False,False,False
Kasper Dolberg,28,4,7000000.0,22,2,720,6.0,5000000.0,True,False,False,False,False,False
Andy Delort,34,4,7000000.0,35,9,1804,1.0,5000000.0,True,False,False,False,False,False
Nabil Bentaleb,31,3,7000000.0,33,4,2793,3.0,4500000.0,False,False,False,True,False,False
Khellven,24,2,7000000.0,42,2,3045,7.0,4500000.0,True,False,False,False,False,False
Milan van Ewijk,25,2,7000000.0,40,6,3630,4.0,4300000.0,True,False,False,False,False,False
Thorgan Hazard,32,3,7000000.0,34,3,1131,3.0,4000000.0,True,False,False,False,False,False
Jorge Carrascal,27,3,7000000.0,34,6,1871,6.0,3500000.0,True,False,False,False,False,False
Ruben Aguilar,32,2,7000000.0,23,0,1389,5.0,3500000.0,False,False,False,True,False,False
Lucas Zelarayán,33,3,7000000.0,21,11,1780,4.0,2750000.0,True,False,False,False,False,False
Krzysztof Piatek,30,4,7000000.0,33,4,2143,5.0,2000000.0,True,False,False,False,False,False
Gonzalo Martínez,32,3,7000000.0,17,1,586,3.0,520000.0,True,False,False,False,False,False
Serge Aurier,33,2,7000000.0,28,1,2216,1.0,100000.0,True,False,False,False,False,False
Alex Král,27,3,,31,0,2508,3.0,7000000.0,False,True,False,False,False,False
Alex Oxlade-Chamberlain,32,3,,13,1,493,3.0,7000000.0,True,False,False,False,False,False
Japhet Tanganga,26,2,,7,0,346,5.0,7000000.0,True,False,False,False,False,False
Aarón Martín,28,2,,31,5,2077,3.0,7000000.0,False,False,False,False,False,True
Álvaro Carreras,22,2,,42,0,2796,8.0,7000000.0,False,False,True,False,False,False
Luca Pellegrini,26,2,,22,0,1012,4.0,7000000.0,False,False,False,False,False,True
Connor Roberts,30,2,,50,5,4007,4.0,7000000.0,False,False,False,False,True,False
Joe Rodon,28,2,,22,1,1958,5.0,7000000.0,False,False,False,False,True,False
Tommy Doyle,24,3,,38,4,2240,3.0,7000000.0,True,False,False,False,False,False
Matheus Pereira,29,3,,33,2,2190,5.0,7000000.0,True,False,False,False,False,False
Brandon Williams,25,2,,5,0,355,1.0,7000000.0,True,False,False,False,False,False
Leonardo Fernández,27,3,,61,14,3270,4.0,7000000.0,True,False,False,False,False,False
Maxime Estève,23,2,,24,0,1734,7.0,7000000.0,False,False,False,False,True,False
Imrân Louza,26,3,,21,5,1431,5.0,7000000.0,True,False,False,False,False,False
Maxi Gómez,29,4,,37,7,2544,3.0,7000000.0,True,False,False,False,False,False
Tyler Morton,23,3,,47,0,3316,7.0,7000000.0,False,False,False,True,False,False
Chrislain Matsima,23,2,,18,0,919,7.0,7000000.0,False,True,False,False,False,False
Martín Satriano,24,4,,32,2,1772,3.0,7000000.0,False,False,True,False,False,False
Billal Brahimi,25,4,,37,5,1249,3.0,7000000.0,True,False,False,False,False,False
Petar Ratkov,22,4,4000000.0,40,14,2558,7.0,6950000.0,False,False,False,False,False,True
Ilia Gruev,25,3,3000000.0,32,0,1706,4.0,6500000.0,False,False,False,False,True,False
Christian Kabasele,34,2,1000000.0,25,1,1859,3.0,6500000.0,False,False,False,False,False,True
Tiago Santos,23,2,3500000.0,35,0,2747,6.0,6500000.0,False,False,False,True,False,False
Orbelín Pineda,29,3,5000000.0,42,10,2839,4.0,6500000.0,True,False,False,False,False,False
Dion Lopy,24,3,4000000.0,31,0,1508,6.0,6500000.0,True,False,False,False,False,False
Daniel Boloca,27,3,3500000.0,32,2,2693,5.0,6500000.0,False,False,False,False,False,True
Pedro de la Vega,25,4,6500000.0,40,6,3219,4.0,6400000.0,True,False,False,False,False,False
Danilo,26,4,6500000.0,48,14,2060,3.0,6300000.0,True,False,False,False,False,False
Carl Starfelt,30,2,6500000.0,37,3,3103,4.0,5000000.0,False,False,True,False,False,False
Rodrigo Garro,28,3,6500000.0,44,8,3437,5.0,4550000.0,True,False,False,False,False,False
Santiago Ascacíbar,28,3,6500000.0,65,5,5000,6.0,2500000.0,True,False,False,False,False,False
Nikola Moro,27,3,6500000.0,34,1,1945,4.0,2500000.0,False,False,False,False,False,True
Uros Racic,27,3,6500000.0,38,4,1763,6.0,2500000.0,True,False,False,False,False,False
Stipe Biuk,23,4,,65,5,3458,6.0,6500000.0,True,False,False,False,False,False
Florian Grillitsch,30,3,,18,0,627,4.0,6500000.0,True,False,False,False,False,False
Simone Bastoni,29,3,,20,2,1261,3.0,6500000.0,True,False,False,False,False,False
Raúl Jiménez,34,4,6000000.0,20,3,1170,3.0,6400000.0,False,False,False,False,True,False
Federico Pereira,25,2,1500000.0,33,3,2884,5.0,6330000.0,True,False,False,False,False,False
Tomás Avilés,22,2,1000000.0,32,1,2193,3.0,6300000.0,True,False,False,False,False,False
Pablo Marí,32,2,5000000.0,31,1,2579,3.0,6200000.0,True,False,False,False,False,False
